BMI_Class,age,height,weight,neck,chest,waist,hip,shoulder_length,back_length,arm_length,leg_length,shoulder_width,torso_length,hip_length,back_center_length,BMI,gender_label
저체중,42.865836226260974,1653.9922401470287,64.70567694506842,349.2442311619359,939.733101899122,814.2138043700224,949.986522360629,139.79007555646314,414.77645497243213,549.585664692669,1012.7870124566061,372.6559117827241,663.4492546457014,261.81662242189094,461.75930161323254,0.23532829913886097,0.4529303655299163
